id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat,,,,,
ark://27927/pgg5nkwgxm8,&;quot;Subaltern Nationalism&;quot; and the West Berlin Anti-Authoritarians,German Politics & Society,2008,10.3167/gps.2008.260103,article,,portico,,01/04/2008,1,26,http://doi.org/10.3167/gps.2008.260103,Hosek,Berghahn,eng,57,81,,anti authoritarians; subaltern nationalism; kraushaar; berlin; see note; jennifer ruth; guevara; rudi dutschke; wolfgang kraushaar; berlin anti authoritarians,9269,25,unigram; bigram; trigram,,,,,
ark://27927/pbd6fkn7n1,3 Neofascism: Some Presumptive Candidates,"Search for Neofascism, TheThe Search for Neofascism",2009,10.1017/CBO9780511617225.004,chapter,,portico,,01/01/2009,,,https://doi.org/10.1017/CBO9780511617225.004,A. James Gregor,Cambridge University Press,eng,54,82,,fascist; almirante; alleanza nazionale; alleanza; neofascist; cuny320b gregor; gregor; presumptive candidates; books online; mussolini,14375,29,unigram; bigram; trigram,,,,,
ark://27927/pbf11b5p5x,Part II. The Political Cultures of Power,Political Power and Social Theory,2002,10.1016/S0198-8719(02)80024-2,chapter,,portico,,01/01/2002,,,https://doi.org/10.1016/S0198-8719(02)80024-2,Diane E. Davis,Emerald Group Publishing,eng,135,228,,colonial; german; herero; qingdao; khoikhoi; southwest africa; colonized; ethnographic; colonial policy; george steinmetz,44988,94,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/jj.15213784,"Extremism, Society, and the State",,2022,,book,book,jstor,,01/01/2022,,20,http://www.jstor.org/stable/jj.15213784,Giacomo Loperfido,Berghahn Books,eng,,,NEW YORK,extremism; suicide bombing; access library; rohan bastin; resale; bergen; open access library; resale suicide; supported; bomber,56264,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/phzk4jkz1th,"Works Cited	",Empire&#39;s Mobius Strip,2019,,chapter,,portico,,01/01/2019,,,,Stephanie Malia Hom,Cornell University Press,eng,,,,lampedusa; italian; accessed; cirenaica; delle colonie; london routledge; stephanie malia; works cited; rivista delle; malia hom,11393,26,unigram; bigram; trigram,,,,,
ark://27927/pbd6d0mfk1,4 Courts in New Democracies,Judicial Review in New DemocraciesJudicial Review in New Democracies,2009,10.1017/CBO9780511511189.007,chapter,,portico,,01/01/2009,,,https://doi.org/10.1017/CBO9780511511189.007,Tom Ginsburg,Cambridge University Press,eng,90,105,,judicial review; new democracies; constitutional; courts; constitutional court; political; books online; cambridge; marbury; judicial power,6620,16,unigram; bigram; trigram,,,,,
ark://27927/phw23qbjx2s,Right-wing populism in Europe & USA,Journal of Language and Politics,2017,10.1075/jlp.17042.krz,article,research-article,portico,,13/09/2017,4,16,http://doi.org/10.1075/jlp.17042.krz,Michał Krzyżanowski; Ruth Wodak,John Benjamins Publishing Company,eng,471,484,,populism; wing populism; ruth wodak; michał; right wing populism; michał krzyżanowski; wodak ruth; politics; discourse; europe,5914,14,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/827779,Antifascism and the Reshaping of Democratic Consensus in Post-1945 Italy,New German Critique,1996,,article,research-article,jstor,,01/01/1996,67,,http://www.jstor.org/stable/827779,Leonardo Paggi,New German Critique,eng,101,110,,antifascism; leonardo paggi; fascism; political; italian; publicum europeum; social; historical; memory; torino einaudi,4111,10,unigrams; bigrams; trigrams,,,,,
ark://27927/phzg3njzz5c,Post-politics and Islamophobia,The Politics of Islamophobia,2015,10.2307/j.ctt183pdtq.8,chapter,,portico,,20/11/2015,,,https://doi.org/10.2307/j.ctt183pdtq.8,David Tyrer,Pluto Press,eng,82,101,,islamophobia; politics; tyrer t02275; multiculturalism; post politics; racism; fortuyn; muslims; vlaams belang; lega nord,7814,20,unigram; bigram; trigram,,,,,
ark://27927/pjbbbv2wptx,Challenging anti-Western historical myths in populist discourse: re-visiting Ottoman Empire–Europe interaction during the 19th century,European Journal of International Relations,2022,10.1177/13540661221095945,article,research-article,portico,,01/09/2022,3,28,http://doi.org/10.1177/13540661221095945,Senem Aydın-Düzgit; Alp Eren Topal; Bahar Rumelili,SAGE Publications,eng,513,537,,ottoman; historical myths; ottoman empire; tanzimat; populist; european; eternal antagonism; tanzimat period; turkey; europe,15388,25,unigram; bigram; trigram,,,,,
ark://27927/pbd82z0bpj,Before the (Neorealist) Revolution,Global Neorealism,2011,,chapter,,portico,,01/01/2011,,,,Vito Zagarrio,University Press of Mississippi,eng,19,36,,cinema; neorealism; italian cinema; fascist; rossellini; neorealist revolution; quattro passi; fascist cinema; vito zagarrio; cinema italiano,7416,18,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/487642,Engagierte Expressionismus. Politik und Literatur zwischen Weltkrieg und Weimarer Republik. Eine Analyse expressionistischer Zeitschriften,New German Critique,1973,,article,book-review,jstor,,01/12/1973,1,,http://www.jstor.org/stable/487642,Horst Denkler; Eva Kolinsky; Helmut Lethen,New German Critique,eng,179,182,,neue sachlichkeit; eva kolinsky; class struggle; expressionist; expressionism; political; literary; helmut lethen; expressionist generation; helmut,1448,4,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/26989850,RESEARCH IN THE HUMANITIES AT THE AMERICAN ACADEMY IN ROME (2018–2019),Memoirs of the American Academy in Rome,2018,,article,research-article,jstor,,01/01/2018,,63/64,http://www.jstor.org/stable/26989850,Liana Brent; Allison L. C. Emmerson; Eric J. Kondratieff; Mark Letteney; Victoria C. Moses; Sean Tandy; Anna Majeski; Austin Powell; John F. Romano; Franco Baldasso; Jim Carter; Alessandra Ciucci; TaliaDi Manno; DenisJ.-J. Robichaud; Francesco Lovino; Carmen Belmonte,American Academy in Rome,eng,332,349,,rome prize; adriano olivetti; doctoral rome; doctoral rome prize; humanities; american academy; project; byzantine; tribunes; fascist,10155,18,unigrams; bigrams; trigrams,,,,,
ark://27927/pbd1r2w7q2s,6 From the Euroright to a Euro-leader,Transnational Neofascism in France and Italy,2015,10.1017/CBO9781139344449.008,chapter,,portico,,01/01/2015,,,https://doi.org/10.1017/CBO9781139344449.008,Andrea Mammone,Cambridge University Press,eng,180,228,,extreme right; secolo d’italia; neofascist; italian; france; almirante; faire front; euro leader; political; electoral,21194,49,unigram; bigram; trigram,,,,,
ark://27927/pjbfsh32hfz,"Shifting Patterns of Antisemitism in Latin America: Xenophobia, Exclusion, and Inclusion",Latin American Research Review,2023,10.1017/lar.2023.14,article,research-article,portico,,01/06/2023,2,58,http://doi.org/10.1017/lar.2023.14,Leonardo Senkman; Luis Roniger,Cambridge University Press,eng,403,421,,jewish; antisemitism; argentina; américa latina; tacuara; jewish refugees; fascist; refugees; nationalist; buenos,14690,19,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/44654003,"The Spur Group, Détournement and the Politics of Time in the Adenauer Era",Oxford Art Journal,2016,,article,research-article,jstor,,01/01/2016,3,39,http://www.jstor.org/stable/44654003,Jacopo Galimberti,Oxford University Press,eng,399,419,,détournement; jacopo galimberti; gruppe spur; spur group; group détournement; artists; adenauer era; zimmer; spur artists; oxford art,10798,21,unigrams; bigrams; trigrams,,,,,
ark://27927/phzg2v99q86,Notes,Homelands,2020,,chapter,,portico,,01/01/2020,,,,Nadav G. Shelef,Cornell University Press,eng,,,,nationalism; ostpolitik; shelef evolving; reluctant realists; mcadams germany; germany; clemens reluctant; irredentism; german ostpolitik; politics,29792,53,unigram; bigram; trigram,,,,,
ark://27927/pjbhvds8p33,Notes,Home after Fascism,2023,,chapter,,portico,,01/01/2023,,,,"Koch, Anna",Indiana University Press,eng,,,,jewish; fulbrook reckonings; holocaust; kantorowicz; kantorowicz deutsches; deutsches tagebuch; nachlass; mein leben; jüdische; seghers,36256,52,unigram; bigram; trigram,,,,,
ark://27927/phz2jksbxs6,"Book reviews: Harold D. Clarke, Allan Kornberg and Thomas J. Scotto (2009) Making Political Choices: Canada and the United States. Toronto, ON: University of Toronto Press. 302 pp. ISBN 9780802096746; ISBN 9871442601369",Party Politics,2011,10.1177/13540688110170040602,article,,portico,,01/07/2011,4,17,http://doi.org/10.1177/13540688110170040602,Livianna Tossutti; James L. Newell; Duncan McDonnell,SAGE Publications,eng,527,530,,valence; positional issues; voting; valence model; turnout; valence politics; models; electoral; economic voting; valence issues,2048,4,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/45096766,Abstracts,Studi Storici,2018,,article,misc,jstor,,01/10/2018,4,59,http://www.jstor.org/stable/45096766,,Fondazione Istituto Gramsci,ita; eng,1093,1101,,jeune droite; anni trenta; parole chiave; degli anni; santo mazzarino; emilio sereni; corporativismo; degli anni trenta; dello stato; chiave corporativismo,3397,9,unigrams; bigrams; trigrams,,,,,
ark://27927/phzg3m03bw0,Index,Digital Demagogue,2018,10.2307/j.ctt21215dw.13,chapter,,portico,,20/02/2018,,,https://doi.org/10.2307/j.ctt21215dw.13,Christian Fuchs,Pluto Press,eng,320,328,,authoritarian; digital demagogue; fascism; nationalism; capitalist; authoritarian capitalist; labour; social; authoritarian leadership; ideology,4470,9,unigram; bigram; trigram,,,,,
ark://27927/phx66dkbmx8,"Fascism and Anti-Fascism in Italy: History, Memory and Culture",Journal of Contemporary History,2001,10.1177/002200940103600108,article,,portico,,01/01/2001,1,36,http://doi.org/10.1177/002200940103600108,John Whittam,SAGE Publications,eng,163,171,,fascism; italian; fascist italy; mussolini; italian fascism; felice; history; rosselli; carlo rosselli; whittam fascism,4542,9,unigram; bigram; trigram,,,,,
ark://27927/pjb4k97djr6,"Book Review: Dying for the Nation: Death, Grief and Bereavement in Second World War Britain by Lucy Noakes",Journal of Contemporary History,2022,10.1177/00220094211067398b,article,book-review,portico,,01/04/2022,2,57,http://doi.org/10.1177/00220094211067398b,Jacinta Mallon,SAGE Publications,eng,502,504,,noakes; emotional; emotional economy; lucy noakes; bereavement; hbk isbn; fascist; wartime emotional; jacinta mallon; coronavirus pandemic,1610,3,unigram; bigram; trigram,,,,,
ark://27927/pgh123qp18n,Commemorative acts as discursive resources of historical identity,Culture & Psychology,2013,10.1177/1354067X12464982,article,,portico,,01/03/2013,1,19,http://doi.org/10.1177/1354067X12464982,Giuseppe Mininni; Graziana Curigliano; Amelia Manuti,SAGE Publications,eng,33,59,,discursive; discorso pronunciato; memory; discourse; historical; identity; responsibility; historical identity; history; institutional,12225,27,unigram; bigram; trigram,,,,,
ark://27927/phz957smdgf,The SAGE Handbook of Frankfurt School Critical Theory,SAGE KNOWLEDGE,2018,10.4135/9781526436122,book,,portico,,01/01/2018,,,http://doi.org/10.4135/9781526436122,Beverley Best; Werner Bonefeld; Chris O’Kane,SAGE Publications,eng,,,,critical theory; philosophy; frankfurt school; university; frankfurt; political; critique; werner bonefeld; adorno; sage handbook,1029070,1794,unigram; bigram; trigram,,,,,
ark://27927/phzg3n4722r,Metamorphoses:,The End of Jewish Modernity,2016,10.2307/j.ctt1ddr6dr.9,chapter,,portico,,20/07/2016,,,https://doi.org/10.2307/j.ctt1ddr6dr.9,Enzo Traverso; David Fernbach,Pluto Press,eng,82,97,,semitism; islamophobia; jewish; jewish modernity; racism; fascism; metamorphoses; zionism; france; israeli,6271,16,unigram; bigram; trigram,,,,,
ark://27927/phw6hqc4zs,Italian Foreign Policy Towards Israel: The Turning Point of the Berlusconi Government (2001–2006),Israel Studies,2011,,article,,portico,,21/01/2011,1,16,, Marzano Arturo,Project MUSE,eng,79,103,,israel; italian; berlusconi; italian foreign; towards israel; policy; italian foreign policy; palestinian; policy towards; palestinian conflict,10159,25,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/jj.13568050.3,BEYOND AUTHORITARIANISM,Beyond Molotovs - A Visual Handbook of Anti-Authoritarian Strategies,2024,,chapter,chapter,jstor,,01/01/2024,,,http://www.jstor.org/stable/jj.13568050.3,Aurel Eschmann; Börries Nehe; International Research Group on Authoritarianism and Counter-Strategies; kollektiv orangotango,transcript Verlag,eng,12,21,Bielefeld,authoritarianism; strategies; counter; struggles; capitalism; contributions; fascism; social; aurel eschmann; collective,5586,9,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/j.ctv5vdd75.8,Steps toward the Digitization of Politics,"Politicizing Digital Space: Theory, The Internet, and Renewing Democracy",2017,,chapter,chapter,jstor,,01/01/2017,,3,http://www.jstor.org/stable/j.ctv5vdd75.8,Trevor Garrison Smith,University of Westminster Press,eng,123,130,London,politics; online; internet; terrains; terrain; politicizing digital; digitization; participation; four terrains; politicization,3428,7,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/1851013,Review Article,The American Historical Review,1977,,article,book-review,jstor,,01/06/1977,3,82,http://www.jstor.org/stable/1851013,Alexander de Grand; Guido Quazza,Oxford University Press,eng,683,683,,quazza; fascist; quazza resistenza; palmiro togliatti; guido quazza; quazza analyzes; propaganda quazza; resistance; default quazza; feltrinelli editore,496,1,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbj14m64qg,Introduction: &#39;Even the hippies were only very slowly going secular&#39;: Dechristianization and the Culture of Individualism in North America and Western Europe,The Sixties and Beyond,2013,,chapter,,portico,,01/01/2013,,,,Nancy Christie and Michael Gauvreau,University of Toronto Press,eng,,,,church; religious; michael gauvreau; nancy christie; religion; postwar; sixties; callum brown; historians; callum,18032,36,unigram; bigram; trigram,,,,,
ark://27927/phzfjs4z1hs,"Notes	",The World Refugees Made,2020,,chapter,,portico,,01/01/2020,,,,Pamela Ballinger,Cornell University Press,eng,,,,italian; refugees; navi bianche; orientale italienne; afrique orientale; degli italiani; fascist; profughi; rennell; grahl madsen,38280,76,unigram; bigram; trigram,,,,,
ark://27927/pbd842d11r,Notes,Reproductive Restraints,2007,,chapter,,portico,,01/01/2007,,,,Sanjam Ahluwalia,University of Illinois Press,eng,187,218,,ahluwalia textindd; mrinalini sinha; kumkum sangari; marie stopes; colonial; indian; margaret sanger; sumit sarkar; phadke sex; antoinette burton,14188,32,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/48747724,Female Fashion and Shakespearean Translations,Italica,2021,,article,research-article,jstor,,01/12/2021,4,98,http://www.jstor.org/stable/48747724,Rosanna Masiola,American Association of Teachers of Italian,eng,788,817,,rosanna masiola; fashion; petruchio; translations; shakespearean translations; shakespeare; italian; sarto legge; sleeves; taming,11036,30,unigrams; bigrams; trigrams,,,,,
ark://27927/pjb919z349j,Far-right anniversary politics and social media: The Alternative for Germany’s contestation of the East German past on Twitter,Memory Studies,2022,10.1177/17506980221133518,article,research-article,portico,,01/12/2022,6,15,http://doi.org/10.1177/17506980221133518,Magdalena Saryusz-Wolska; Zofia Wóycicka; Samuel Merrill; Leah Arlaud; Joanna Wawrzyniak; Ned Richardson-Little,SAGE Publications,eng,1360,1377,,anniversary tweets; twitter; german; memory; für deutschland; afd anniversary; political; mnemonic; commemoration; reunification,10095,18,unigram; bigram; trigram,,,,,
